phrase,count
non compliance federal,24
non compliant,37
non delivery,90
non existent,39
non functional,47
non payment,67
non performance,28
non receipt,45
non refundable,62
non response,36
non responsive,29
noncompliance exposing,22
noncompliance fair,21
noncompliance fair credit,20
noncompliance fcra,42
noncompliance federal,98
noncompliance federal law,39
noncompliance federal regulations,46
normal account,34
normal use,28
normal wear,47
normal wear tear,40
north carolina,77
note account,27
note reporting,25
notice account,98
notice alleged,20
notice bank,34
notice cease,24
notice claim,32
notice claim disputed,23
notice communication,33
notice continued,25
notice credit,36
notice dated,52
notice dated xx,49
notice days,69
notice days initial,36
notice debt,76
notice default,46
notice demand,21
notice did,34
notice dispute,213
notice documentation,23
notice email,23
notice error,244
notice error request,32
notice error respa,21
notice explaining,24
notice explanation,42
notice failure,52
notice given,25
notice intent,87
notice issued,27
notice mail,22
notice opportunity,41
notice payment,25
notice prior,31
notice provided,62
notice received,63
notice regarding,65
notice required,66
notice requirements,30
notice sale,60
notice sent,95
notice stating,54
notice validation,35
notice xx,111
notice xx xx,111
noticed account,37
noticed charge,25
noticed incorrect,58
noticed incorrect late,57
noticed unauthorized,33
notices communications,118
notices communications claim,100
notices sent,52
notification account,23
notification credit,23
notification email,29
notification provide,22
notification sent,32
notified account,45
notified bank,49
notified company,21
notified debt,34
notified email,23
notified xx,26
notified xx xx,26
notify credit,23
number account,204
number account number,49
number account type,39
number address,48
number asked,25
number associated,101
number associated account,24
number associated alleged,37
number balance,30
number bank,57
number called,78
number caller,23
number card,53
number case,25
number changed,24
number company,26
number concern,35
number concern writing,20
number confirmation,25
number confirmed,20
number contact,30
number contacted,23
number credit,30
number date,100
number date birth,21
number date opened,41
number despite,31
number detailed,63
number detailed accounting,58
number did,60
number does,30
number email,108
number email address,33
number ending,71
number falsely,582
number falsely reporting,581
number file,36
number gave,21
number information,20
number listed,54
number number,42
number original,43
number original creditor,27
number phone,33
number proof,26
number property,23
number provided,156
number received,37
number reported,36
number requesting,25
number said,42
number spoke,20
number stated,25
number time,22
number times,24
number told,61
number transaction,23
number used,74
number xx,85
number xx xx,81
numbers provided,20
numerous attempts,28
numerous calls,29
numerous occasions,21
numerous phone,23
numerous times,176
oaks capital,74
obligated debt,31
obligated pay,215
obligated pay debt,137
obligation account,21
obligation alleged,21
obligation conduct,25
obligation originated,101
obligation originated company,101
obligation pay,98
obligation pay debt,30
obligations fair,51
obligations fair credit,46
obligations fcra,20
obligations federal,35
obligations federal law,29
obligations including,27
obligations requesting,30
obtain assistance,22
obtain clarification,24
obtain clear,46
obtain credit,74
obtain financing,21
obtain housing,24
obtain information,48
obtained agreement,101
obtained agreement application,101
obtained deception,37
obtained used,20
occurred account,61
occurred approximately,24
occurred despite,28
occurred did,22
occurred time,21
occurred xx,187
occurred xx xx,187
offer terms,27
offered pay,26
offered provide,24
office comptroller,44
office comptroller currency,43
office provide,123
office provide clear,51
office provide complete,58
office writing,116
office writing phone,101
office xx,28
office xx xx,28
official bank,22
official documentation,40
old account,62
old address,50
old card,32
onemain financial,57
ones handling,23
ongoing credit,22
ongoing delinquency,29
ongoing dispute,37
ongoing failure,28
ongoing financial,145
ongoing financial harm,91
ongoing harm,102
ongoing harm credit,47
ongoing issue,52
ongoing issues,59
ongoing monthly,23
ongoing violations,62
ongoing violations federal,48
onity mortgage,63
online access,84
online account,184
online bank,21
online banking,193
online chat,49
online payment,60
online payments,22
online portal,143
online purchase,23
open account,320
open accounts,40
open authorize,102
open authorize account,27
open authorize benefit,32
open bank,37
open case,34
open checking,32
open checking account,25
open claim,22
open closed,26
open credit,45
open credit card,24
open date,45
open dispute,61
open investigation,31
open new,103
open new account,31
open xx,33
open xx xx,33
opened account,353
opened account xx,26
opened accounts,31
opened authorization,25
opened authorized,130
opened authorized account,39
opened authorized accounts,48
opened bank,31
opened business,35
opened card,24
opened case,53
opened checking,49
opened checking account,40
opened claim,49
opened closed,21
opened credit,64
opened credit card,39
opened dispute,115
opened fraud,35
opened fraudulently,37
opened investigation,29
opened knowledge,79
opened knowledge authorization,43
opened new,106
opened new account,30
opened reported,27
opened used,41
opened using,25
opened wells,22
opened wells fargo,22
opened xx,534
opened xx xx,533
opening account,117
opening accounts,26
opening date,30
opening new,41
opportunity act,49
opportunity act ecoa,21
opportunity address,21
opportunity correct,34
opportunity cure,43
opportunity dispute,84
opportunity dispute account,25
opportunity make,21
opportunity provide,21
opportunity redeem,28
opportunity resolve,79
opportunity resolve matter,31
opportunity respond,55
opportunity review,41
opportunity submit,23
option available,21
options available,70
options including,28
order avoid,25
order delivered,22
order pay,23
order placed,29
order receive,29
order xx,49
order xx xx,49
ordered cease,22
original account,327
original account details,105
original account number,104
original agreement,135
original agreements,60
original agreements ownership,46
original application,29
original balance,141
original card,36
original charge,49
original check,51
original claim,26
original complaint,81
original contract,213
original contract agreement,40
original credit,46
original creditor,2620
original creditor account,157
original creditor address,86
original creditor alleged,42
original creditor charge,21
